,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
1273,28814845,7846067,9677870,13586915,29279220,30119,32333298,763588,7844798,27135124
1274,763588,7846067,21965198,23310669,33376257,3579,47558,17290220,22926713,17269361
1275,17165888,28210996,30205595,30340888,33376257,13588082,24819508,17071967,34523572,29102876
1276,3579,763588,47558,1422149,4215733,887573,69139,9673436,17165888,144006
1277,763588,32978,68653,28210996,862004,2060655,176972,17165888,7893,453916
1278,17165888,763588,3008,3323157,453916,28965128,29102876,191113,3579,31743096
1279,7846067,17165888,30340888,27247476,28210996,29279220,763588,7844798,17333265,33784360
1280,5,29279220,176972,165068,7846067,6347563,16029151,7844798,421642,17071967
1281,763588,13083239,7846067,17165888,28210996,27247476,11192642,16029151,9322920,11387515
1282,763588,29102876,68653,161099,13083239,17165888,4215733,29279220,28210996,31145060
1283,5,763588,6347563,11387515,13083239,16101018,25785760,33376257,3579,47558
1284,29152096,219557,13083239,68653,909257,8319728,29279220,30340888,13260645,515904
1285,763588,7846067,13083239,29279220,4215733,29152096,219557,17165888,23590446,68653
1286,17165888,28210996,16667794,30205595,20696727,18051269,30340888,33376257,161099,29102876
1287,7846067,17165888,28210996,33376257,30340888,763588,31626023,4215733,32333298,22889878
1288,763588,77390,3579,109059,20724592,84369,16029151,9677870,578283,16101018
1289,140225,763588,17165888,3579,84369,32333298,33376257,23528363,816487,11387515
1290,4215733,3308834,31258103,68653,8319728,25614428,3485600,140181,23528363,17071967
1291,24178,31145060,176972,935170,17165888,109059,5,453916,22693811,84369
1292,5,2998,3008,3980,4948,7779,7784,10065,19321,19543
1293,4215733,7893,17165888,505304,68653,763588,3579,23590446,219557,334818
1294,30340888,763588,17165888,29102876,18051269,8319728,4215733,20697464,28210996,758707
1295,763588,28210996,3579,17165888,2998,357664,13083239,47558,4215733,83346
1296,5,3008,3980,4948,7779,10065,11301,19543,24178,30118
1297,2998,3579,763588,6319,11387515,6310,28210996,77390,16101018,161099
1298,48795,156979,763588,1414607,5,31145060,10336,48741,68653,834493
1299,763588,10365,3579,370493,161099,176972,30118,13083239,165068,682751
1300,7846067,30340888,17165888,28114578,28637454,763588,7844798,8319728,17082833,9677870
1301,3636,763588,9677870,8319728,20708773,161099,7846067,13083239,16101018,176972
1302,13083239,11192642,763588,7846067,9677870,28210996,20697464,17165888,30340888,682751
1303,763588,6347563,13083239,25785760,33376257,402009,17165888,28637454,18051269,29279220
1304,28210996,30205595,16029151,29102876,7844798,9322920,2076421,17165888,13591670,13586915
1305,763588,7846067,13083239,30340888,28210996,31626023,4215733,29102876,13260645,17140549
1306,7846067,31626023,763588,8319728,816487,9677870,109059,17165888,24885829,758707
1307,763588,53496,13083239,11594337,9677870,18051269,443103,176972,161099,7846067
1308,17165888,30340888,28637454,30205595,758707,20821299,33376257,29102876,7692533,402009
1309,5,4948,474858,505304,763588,6347563,7846067,13083239,18764221,22693811
1310,30119,233093,763588,3579,30118,30120,176972,7747422,370493,816487
1311,763588,6347563,9661136,10845916,11556479,13083239,13624190,15798648,15937111,16101018
1312,17165888,28210996,13083239,30340888,17262290,16029151,22889878,30205595,763588,24885829
1313,7893,18051269,763588,161099,29279220,30340888,20697464,10336,654169,6347563
1314,4948,763588,3579,816487,176972,165068,161099,17165888,16029151,47558
1315,763588,420282,489972,246617,816487,17262290,29102876,17165888,23528363,25241547
1316,763588,13083239,17165888,29279220,31145060,4215733,68653,23590446,176972,7846067
1317,763588,17165888,816487,23528363,29279220,30340888,18051269,28210996,3579,20697464
1318,17165888,763588,28210996,4215733,109059,5,31145060,30119,138070,25785760
1319,763588,7846067,17165888,29279220,176972,31626023,8319728,4215733,816487,25058
1320,763588,13083239,24819508,17165888,8319728,18051269,28210996,30340888,20697464,30205595
1321,763588,13083239,47558,17165888,25058,219557,8319728,29279220,7893,69139
1322,2998,763588,13083239,3579,161099,17165888,69139,7844798,28210996,176972
1323,10365,8337,140225,543505,7893,397157,539073,3008,37186,887573
1324,3636,176972,24178,10365,763588,13083239,776407,3579,816487,8319728
1325,28210996,763588,17165888,758707,816487,24885829,29102876,17071967,32333298,19543
1326,17846011,9661136,7846067,27247476,3476560,7844798,34523572,13624190,3943162,29102876
1327,763588,7846067,33376257,300946,28507895,161099,17165888,7844798,17063690,17071967
1328,7846067,17165888,69139,68653,763588,13083239,82599,233093,4215733,11867718
1329,887573,17165888,17082833,47558,18051269,763588,3579,8319728,4215733,7893
1330,20708773,47281,11594337,9322920,27247476,17165888,9677870,28210996,16101018,763588
1331,3579,763588,30119,7846067,161099,23590446,37186,8319728,7844798,280313
1332,370493,2998,233818,3579,30120,176972,37186,4948,3636,6327
1333,172327,78411,78418,150037,8319728,27206444,17165888,13588082,65119,763588
1334,6347563,18166919,18355417,23310669,24819508,25489033,25785698,25785760,27247476,33376257
1335,29279220,4215733,68653,17165888,176972,763588,69139,421642,543495,29102876
1336,5,3008,19543,23772,24178,77390,113946,140225,3636,24213
1337,763588,17165888,4215733,7846067,28210996,31145060,816487,17262290,68653,191113
1338,7846067,32333298,763588,28210996,816487,13083239,33376257,17165888,24885829,28114578
1339,763588,421642,17165888,30340888,7692533,31145060,69139,31626023,29102876,176972
1340,763588,16029151,7692533,13586915,18051269,13083239,30340888,30555639,17262290,4215733
1341,5,3008,4948,200963,342994,474858,511614,29313,763588,2904330
1342,763588,161099,28210996,8319728,7846067,25785760,6534132,28814845,16029151,2805987
1343,1099097,543505,334818,68653,7893,17239036,22917,176972,3008,47558
1344,17165888,763588,161099,30340888,25785760,28210996,29102876,18051269,13083239,3579
1345,763588,453916,29102876,28210996,3579,17165888,32956666,161099,8319728,30340888
1346,763588,6347563,7846067,13083239,16101018,19553544,25785760,31215005,33376257,47558
1347,13083239,3579,763588,4215733,7846067,5,22917,34268,816487,161099
1348,3008,19321,46677,113946,6310,8337,763588,7846067,13083239,3579
1349,5,763588,161099,17165888,29102876,816487,24885829,3636,7844798,165068
1350,3636,763588,7846067,13083239,24819508,3579,109059,9673436,9677870,161099
1351,763588,17165888,32333298,7846067,28210996,5,31626023,29102876,3579,816487
1352,763588,816487,17165888,776407,161099,176972,17063690,7846067,69139,24819508
1353,763588,176972,8319728,25785760,17071967,30340888,31626023,13083239,17165888,28210996
1354,2998,3008,4948,24178,47281,77390,84369,140225,460548,474858
1355,17082833,32333298,17846011,17165888,176972,8319728,28210996,453916,16101018,29279220
1356,763588,7846067,816487,7747422,31626023,176972,17165888,31145060,109059,69139
1357,5,3008,3980,140225,3636,29313,140181,763588,6347563,7846067
1358,5,763588,7846067,13083239,17846011,42486,47558,17061551,165068,6434058
1359,356321,489972,29291,543505,13531024,194870,460548,3579,123201,22926713
1360,20708773,161099,13586915,21413862,28588031,17269361,31145060,25361885,24819508,109059
1361,763588,7846067,176972,13083239,7844798,8319728,3579,9677870,28210996,9661136
1362,30119,370493,13083239,24819508,13591670,999378,20256564,22747809,25689022,33158525
1363,310039,310070,514346,728456,728468,728477,817315,900066,1129297,6347563
1364,763588,11556479,16101018,9677870,11387515,816487,3579,30119,176972,165068
1365,37186,30119,2805987,109059,763588,17165888,33376257,765654,30340888,31145060
1366,125190,106264,911579,19330,83346,356321,3579,42369,1099097,69139
1367,763588,3579,16101018,13083239,816487,8319728,18051269,4215733,9677870,17165888
1368,5,3008,3980,10065,19321,47281,77390,84369,98573,140225
1369,69139,3579,386765,816487,6871646,899602,42369,25361885,111027,936500
1370,763588,17165888,31145060,30340888,32333298,816487,17262290,28210996,8319728,161099
1371,29291,19321,16029151,3579,816487,19330,29102876,165068,4948,13591670
1372,3579,16101018,176972,16029151,7846067,17846011,763588,402009,515904,31145060
1373,3636,9673436,763588,3579,6871646,97860,19543,909257,816487,140225
1374,157993,3579,763588,4948,1013383,22917,69139,31145060,19330,163716
1375,763588,22889878,31145060,28210996,17262290,816487,4215733,30340888,17165888,68653
1376,763588,3579,30118,2839,47281,11387515,161099,13083239,9673436,3980
1377,763588,17165888,11594337,113946,11387515,28210996,7692533,24819508,30119,4215733
1378,3008,10065,11301,77390,420180,505304,511614,24963,29313,34268
1379,17165888,30340888,23310669,13588082,28637454,29102876,7846067,758707,28210996,18465502
1380,763588,28210996,887573,68653,18051269,266904,4215733,9822,17165888,315882
1381,17165888,47558,25377078,31145060,4215733,28210996,453916,30340888,29102876,32333298
1382,98573,30119,4215733,4948,17165888,30118,16029151,3579,31145060,97860
1383,763588,7846067,17165888,31258103,8319728,68653,37186,13083239,28210996,69139
1384,763588,7692533,30340888,17165888,1414607,29279220,7846067,776407,27206444,4215733
1385,763588,4215733,17165888,7893,13083239,887573,8319728,18051269,18667875,3008
1386,37186,30120,4948,113946,176972,763588,816487,125507,6327,11301
1387,763588,176972,30340888,3579,289866,17071967,77390,20697464,31145060,29102876
1388,763588,17165888,4215733,109059,13083239,7846067,26586438,17262290,28210996,68653
1389,23719206,28210996,758707,17262290,17165888,28818766,17245740,30340888,18552623,13591670
1390,763588,17165888,4215733,176972,31145060,9677870,776407,3579,13083239,7893
1391,17165888,5,763588,17262290,2998,9677870,7846067,11233988,9322920,13083239
1392,4948,42369,420180,29313,140181,763588,5983694,6347563,7846067,9642662
1393,17165888,763588,30340888,7692533,24885829,30205595,25785760,28210996,7846067,13083239
1394,28210996,763588,453916,7846067,30340888,17165888,3636,22889878,18051269,31626023
1395,10967391,25332008,20696727,27414384,936503,20697464,17071967,763588,25716588,17165888
1396,30119,3636,763588,11387515,23310669,24819508,25489033,25785760,27247476,33376257
1397,140225,763588,176972,53496,37186,8337,165068,13083239,157993,6319
1398,191113,17165888,7846067,4215733,758707,17846011,763588,13083239,27247476,30205595
1399,763588,2805987,7846067,17165888,3579,13083239,161099,28210996,28637454,15798648
1400,763588,6347563,7846067,11387515,11594337,12065943,13083239,13531024,16101018,17846011
1401,30205595,32333298,34002075,33158525,20697464,9322920,20518841,763588,3118349,816487
1402,68653,17165888,29102876,31145060,28210996,30340888,33784360,23590446,31258103,453916
1403,816487,4215733,30340888,28362008,29291,17165888,31145060,300961,28637454,161099
1404,16029151,776407,176972,3476560,763588,161099,165068,13083239,17165888,29279220
1405,8319728,763588,9677870,191113,17165888,28210996,453916,7846067,31258103,30340888
1406,30118,30119,30120,3118349,370493,29279220,7779,233093,113946,19314
1407,11594337,33158525,13588082,30205595,7846067,29102876,20697464,13591670,23719470,17165888
1408,28645670,29102876,20256596,25332008,9322920,758707,30340888,13588082,23167689,30205595
1409,113946,8337,3579,161099,29291,763588,460548,816487,29563587,176972
1410,7692533,32333298,9677870,30205595,7846067,17071967,763588,20575434,113946,3476560
1411,17165888,4215733,31145060,29102876,23590446,28210996,68653,7893,176972,763588
1412,13083239,763588,816487,5,7846067,109059,17262290,161099,7844798,9677870
1413,763588,17165888,28210996,16101018,816487,7893,176972,25058,161099,1414607
1414,763588,3579,18051269,4215733,77390,505304,28210996,68653,453916,7893
1415,763588,7846067,161099,17165888,7844798,28210996,4215733,31626023,29102876,18051269
1416,17165888,30205595,758707,28210996,30340888,28114578,33376257,25745002,27247476,16029151
1417,17165888,763588,776407,138070,816487,4215733,7846067,410913,133526,33376257
1418,763588,18051269,29279220,68653,29102876,7844798,28210996,22917,3579,24885829
1419,763588,31145060,30340888,17165888,176972,8319728,28210996,453916,25785760,16101018
1420,763588,28210996,7846067,3579,17165888,33376257,32333298,4215733,453916,17262290
1421,113946,233093,763588,13083239,3579,420282,9673436,17165888,69139,816487
1422,17165888,29279220,13083239,763588,8319728,25785760,30340888,7692533,30205595,4215733
1423,833550,47558,690483,29102876,13591670,191113,3579,17165888,5,7846067
1424,763588,816487,23528363,17165888,176972,28114578,8319728,191113,11387515,3579
1425,3579,2998,77390,190343,8337,776407,125190,763588,31145060,83346
1426,5,370493,30119,3579,763588,19543,816487,23772,13083239,69139
1427,24819508,763588,8319728,11233988,28210996,77390,91244,9673436,53496,27064348
1428,3636,176972,763588,2998,3579,29291,113946,24178,816487,9822
1429,763588,4215733,28210996,31145060,17165888,29102876,176972,8319728,25785760,68653
1430,763588,7846067,13083239,161099,17165888,18051269,29279220,28210996,16029151,176972
1431,17165888,28210996,763588,7846067,4215733,47558,758707,29102876,27247476,13083239
1432,16029151,28210996,763588,936503,16101018,29102876,68653,32956666,8319728,165068
1433,18051269,17165888,28210996,13083239,17262290,24885829,763588,9677870,29102876,30340888
1434,763588,3579,16029151,31145060,28210996,161099,33016249,24885829,4215733,30119
1435,8319728,763588,13083239,24819508,28210996,161099,9677870,30340888,16101018,17165888
1436,763588,18051269,1401164,68653,28210996,219557,19330,849287,17165888,25785760
1437,474858,29313,763588,6347563,7846067,9642662,9661136,10168924,13083239,15798648
1438,5,3980,10065,30118,77390,84369,140225,183999,342994,474858
1439,30340888,17165888,13083239,7846067,30652384,5,8319728,165068,25785760,29152096
1440,763588,7846067,161099,17165888,18051269,25377078,28210996,4215733,68653,176972
1441,78411,131123,763588,5,172327,438492,231826,37186,176972,65118
1442,5,29313,685472,763588,6347563,7846067,9661136,11387515,13083239,15944573
1443,763588,176972,219557,17165888,4215733,312077,31145060,11312,7893,190343
1444,3008,77390,8337,29313,763588,1287646,2904330,6347563,7846067,9642662
1445,7846067,69139,3579,176972,1260721,936503,33376257,17262290,32333298,9322920
1446,30205595,29102876,28210996,17165888,16029151,18166930,23310669,24885829,33376257,758707
1447,763588,13083239,68653,17165888,5,31145060,176972,453916,19543,3008
1448,763588,4215733,7846067,5,37186,176972,31145060,219557,69139,68653
1449,13083239,7846067,9677870,24213,763588,140225,8319728,30340888,29279220,17165888
1450,161099,763588,32333298,68653,23528363,24885829,7844798,16029151,7846067,29102876
1451,17165888,28210996,30340888,5,30205595,763588,29102876,33158525,16029151,13586915
1452,5,3980,19543,763588,6347563,7623958,7846067,13083239,16101018,17082833
1453,30340888,17846011,2904330,11594337,33158525,13588082,30375421,7692533,27247476,24819508
1454,58922,161099,860745,83346,109059,246617,816487,357664,2805987,17165888
1455,16029151,28210996,34523572,17071967,30205595,68653,4215733,19348456,763588,20697464
1456,29279220,763588,17165888,30340888,13083239,68653,18051269,7692533,29152096,31145060
1457,5,7846067,515904,17082833,9677870,30119,3579,27247476,7844798,9673436
1458,17165888,29102876,28210996,24885829,68653,33376257,30205595,33784360,4215733,31145060
1459,77390,763588,6347563,11233988,11387515,13531024,16101018,18764221,23310669,25785698
1460,30119,474858,763588,6347563,7846067,21965198,23310669,24633190,24819508,25785698
